id,name,owner,route,evidence_kind,final_shell_capture,acceptance,evidence_paths
x4dva,1A. Brand light · Start,session 06,/p/default/new,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/x4dva.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/x4dva-browser.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089 — Settings only,/p/default/settings/worktrees,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089 — Settings only,/p/default/settings/prompt-templates,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089 — Settings only,/settings/global/notifications,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089 — Settings only,/settings/global/skills,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089 — Settings only,/settings/global/accounts,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png
UylPc,S13. Global settings / Projects · Mobile light,settings ba089 — Settings only,/settings/global/projects,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/UylPc.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/UylPc-browser.png
Z58Tuz,S05. Project settings / Bookmarklets · Mobile light,settings ba089 — Settings only,/p/default/settings/bookmarklets,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Z58Tuz.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Z58Tuz-browser.png
P416t,S08. Global settings / Appearance · Mobile light,settings ba089 — Settings only,/settings/global/appearance,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/P416t.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/P416t-browser.png
U6TLR,S02. Project settings / Agents · Mobile dark,settings ba089 — Settings only,/p/default/settings/agents,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/U6TLR.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/U6TLR-browser.png
Sizxn,S03. Project settings / Agent config · Mobile dark,settings ba089 — Settings only,/p/default/settings/agent-config,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Sizxn.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Sizxn-browser.png
nMfbp,S04. Project settings / Worktrees · Mobile dark,settings ba089 — Settings only,/p/default/settings/worktrees,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/nMfbp.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/nMfbp-browser.png
U8r6vF,S06. Project settings / Prompt templates · Mobile dark,settings ba089 — Settings only,/p/default/settings/prompt-templates,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/U8r6vF.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/U8r6vF-browser.png
ZavY5,S09. Global settings / Notifications · Mobile dark,settings ba089 — Settings only,/settings/global/notifications,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ZavY5.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ZavY5-browser.png
kyWF8,S11. Global settings / Skills · Mobile dark,settings ba089 — Settings only,/settings/global/skills,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/kyWF8.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/kyWF8-browser.png
XalAH,S12. Global settings / Agent accounts · Mobile dark,settings ba089 — Settings only,/settings/global/accounts,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/XalAH.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/XalAH-browser.png
iWYPL,S13. Global settings / Projects · Mobile dark,settings ba089 — Settings only,/settings/global/projects,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/iWYPL.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/iWYPL-browser.png
wC1Sd,S05. Project settings / Bookmarklets · Desktop dark,settings ba089 — Settings only,/p/default/settings/bookmarklets,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/wC1Sd.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/wC1Sd-browser.png
eWOxf,S05. Project settings / Bookmarklets · Mobile dark,settings ba089 — Settings only,/p/default/settings/bookmarklets,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/eWOxf.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/eWOxf-browser.png
n27mE,S08. Global settings / Appearance · Desktop dark,settings ba089 — Settings only,/settings/global/appearance,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/n27mE.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/n27mE-browser.png
iI7Fo,S08. Global settings / Appearance · Mobile dark,settings ba089 — Settings only,/settings/global/appearance,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/iI7Fo.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/iI7Fo-browser.png
t5OS8c,R1. Sidebar minimum / default · 264px · Desktop light,shared a4395cbb — full shell and exact shared icon adapter — sidebar width and status primitives,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/t5OS8c.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/t5OS8c-resize-browser.png
wDyFh,R1. Sidebar minimum / default · 264px · Desktop dark,shared a4395cbb — full shell and exact shared icon adapter — sidebar width and status primitives,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/wDyFh.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/wDyFh-resize-browser.png
IbsZT,R1. Sidebar maximum · 420px · Desktop light,shared a4395cbb — full shell and exact shared icon adapter — sidebar width and status primitives,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/IbsZT.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/IbsZT-resize-browser.png
IFqhi,R1. Sidebar maximum · 420px · Desktop dark,shared a4395cbb — full shell and exact shared icon adapter — sidebar width and status primitives,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/IFqhi.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/IFqhi-resize-browser.png
pg6Nc,R2. GitHub list minimum · 280px · Desktop light,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/pg6Nc.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/pg6Nc-resize-browser.png
ZhYVg,R2. GitHub list minimum · 280px · Desktop dark,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/ZhYVg.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/ZhYVg-resize-browser.png
Gg8yJ,R2. GitHub list default · 360px · Desktop light,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/Gg8yJ.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/Gg8yJ-resize-browser.png
gW5PQ,R2. GitHub list default · 360px · Desktop dark,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/gW5PQ.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/gW5PQ-resize-browser.png
CEQfL,R2. GitHub list maximum · 520px · Desktop light,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/CEQfL.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/CEQfL-resize-browser.png
vETJh,R2. GitHub list maximum · 520px · Desktop dark,Git 565 — GitHub list width,,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/vETJh.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/vETJh-resize-browser.png
pwW2r,19B. Inbox · Empty · Desktop light,tasks 445 — empty Inbox,/p/default/inbox,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/pwW2r.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-empty-light.png
DZts9,19B. Inbox · Empty · Desktop dark,tasks 445 — empty Inbox,/p/default/inbox,page,False,historical baseline; final owning-worker integrated state verification required,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/DZts9.png | /home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/inbox-empty-dark.png
